date,ozone,temperature
1960-01-01,351.1962346238117,11.73041173154769
1960-01-02,345.96338335173175,12.0167757951026
1960-01-03,352.51135060912765,15.587529083846439
1960-01-04,355.4127041504435,17.73183446734503
1960-01-05,353.21903461084855,16.36656565133813
1960-01-06,350.44269598795734,16.601608787044334
1960-01-07,357.5516314170156,18.15145415811687
1960-01-08,354.9721706902194,17.582521309255327
1960-01-09,359.9169447378094,16.588111999804536
1960-01-10,342.76633850318456,15.710253529085985
1960-01-11,352.07981862005136,18.537219000498403
1960-01-12,350.4403419696292,22.85466715627793
1960-01-13,348.63134511464006,17.17993039667589
1960-01-14,357.6726098530229,23.112286877675636
1960-01-15,354.63797023398945,20.74692499348174
1960-01-16,355.4634342018126,20.909381362729714
1960-01-17,360.7880273402567,17.311747127378336
1960-01-18,354.0971909341119,26.898818640910577
1960-01-19,357.50378755578913,21.96108686254062
1960-01-20,353.4706663055811,22.236702639347126
1960-01-21,359.4864472774839,23.95229222437071
1960-01-22,343.9830668707178,26.55211366165358
1960-01-23,359.74445543823344,26.35393943347501
1960-01-24,361.9759253226517,25.655604371474585
1960-01-25,357.37054172288083,20.8611213784407
1960-01-26,360.0583899465348,25.344022627523966
1960-01-27,367.22339137347916,22.378328483381896
1960-01-28,360.043880361297,20.67430430639444
1960-01-29,363.11781316128736,21.32162827226254
1960-01-30,370.3432915545221,27.535481694088283
1960-01-31,355.7184256615284,19.43641848124178
1960-02-01,368.98103703677435,31.751327933291716
1960-02-02,363.4371999860214,20.096547807455135
1960-02-03,364.176790584158,21.896734970582706
1960-02-04,363.91515766298727,23.71022289762687
1960-02-05,366.9139162489591,28.646835664994384
1960-02-06,364.02515381294194,34.09462269473946
1960-02-07,363.2798795109902,29.48825187731648
1960-02-08,371.71137709288024,26.32246424375144
1960-02-09,359.24935977633356,25.235382530889275
1960-02-10,362.73918014255435,27.474019885720303
1960-02-11,373.4223998936902,31.432208437315516
1960-02-12,363.2813505757968,21.73317876310261
1960-02-13,364.4979758124329,28.802175639863847
1960-02-14,361.93914008385815,28.07581456027104
1960-02-15,369.2807752270854,23.856947807623783
1960-02-16,361.80021371130425,28.7426454832863
1960-02-17,359.4058516671088,28.967692032506726
1960-02-18,362.0101509277338,35.47299535491016
1960-02-19,374.17711687393665,29.746592571601145
1960-02-20,366.57731750129796,33.46360236962306
1960-02-21,372.6304307373656,29.231254467700893
1960-02-22,361.98588880236446,30.875703544342183
1960-02-23,370.6382686764958,34.08284699034616
1960-02-24,377.59077390366264,31.095378637122174
1960-02-25,368.3500947183704,28.146925447765696
1960-02-26,377.2440966484427,32.98553155314344
1960-02-27,365.5884131955895,38.07880195409175
1960-02-28,370.78364794844094,36.30565061563854
1960-02-29,371.4192752154533,36.31024638758609
1960-03-01,372.9614764603033,27.90895435205332
1960-03-02,377.90142372905217,33.447438688448
1960-03-03,368.7229200144702,35.22456019314481
1960-03-04,374.141651829139,31.513246895431507
1960-03-05,368.37981628368044,36.45505051229472
1960-03-06,359.8766141227219,32.01702546852116
1960-03-07,376.8531595923735,29.573677202045744
1960-03-08,376.87016646804943,29.918854246264956
1960-03-09,377.1470056479761,33.77777113076747
1960-03-10,372.97437484547305,35.61041434474125
1960-03-11,373.8385003687699,34.36556326946693
1960-03-12,379.0928788320897,33.53669055404353
1960-03-13,378.01813145182047,30.026810450379394
1960-03-14,377.1795016435955,39.16003771517943
1960-03-15,373.51557064979266,35.31953169433966
1960-03-16,379.4144400815074,31.319650374519494
1960-03-17,375.49919710711896,33.63919627693876
1960-03-18,380.17892083429786,34.40581760917016
1960-03-19,370.88304223889907,38.327126420795466
1960-03-20,371.8385043584491,32.62786144868893
1960-03-21,382.05463194255503,32.704252374240326
1960-03-22,382.1369783950179,31.509929362034406
1960-03-23,375.76645336586,31.861578210427346
1960-03-24,383.235046912488,33.3092483103837
1960-03-25,381.3714730422392,35.52631372476451
1960-03-26,376.1967402178768,31.04811981656251
1960-03-27,380.3422529350814,37.40806881519707
1960-03-28,364.8797744228214,34.886433231073845
1960-03-29,359.32127762212076,31.7945470656015
1960-03-30,374.7909377898339,34.27571450312473
1960-03-31,370.4181954600364,33.30343870735546
1960-04-01,371.93701926639545,33.773524438262555
1960-04-02,369.60093442109746,39.64371916473524
1960-04-03,368.81338303939543,36.734229451188504
1960-04-04,374.2817248612363,36.165072416593446
1960-04-05,378.2658536239774,36.895180880849615
1960-04-06,371.48981351433514,35.35038184665614
1960-04-07,369.010974911461,40.56402091350678
1960-04-08,370.2753476844802,30.606412182290747
1960-04-09,373.82698177923027,34.478922692035034
1960-04-10,374.18278147863225,32.127474947443986
1960-04-11,372.5152829017548,39.25634768031967
1960-04-12,383.2936573435993,36.24956698656961
1960-04-13,380.8284191031755,39.31186106228215
1960-04-14,375.3855146683624,36.25133756666485
1960-04-15,375.93500851216595,37.04085285751947
1960-04-16,373.374081599445,38.37156947539104
1960-04-17,383.74274224542586,28.33684065459431
1960-04-18,364.5277336823501,33.68806577324375
1960-04-19,374.8414305219987,32.64466283214938
1960-04-20,373.6157817196063,32.62146600860873
1960-04-21,369.5974505988421,31.53427398891131
1960-04-22,378.21859267307303,34.137907359568075
1960-04-23,381.9217238945651,30.6009621382216
1960-04-24,369.418160598669,38.07229071380661
1960-04-25,373.4056035833658,31.54382177503787
1960-04-26,378.89652132704725,31.88170958100947
1960-04-27,379.35103907556606,30.459103664511893
1960-04-28,377.42849371859785,34.240341797526774
1960-04-29,364.8442876084391,33.9177652268531
1960-04-30,375.4574240379333,32.572571216979014
1960-05-01,373.6998815188785,31.303262286500175
1960-05-02,373.4787488191843,38.39120707247075
1960-05-03,362.86371682519876,28.61608039771756
1960-05-04,370.9723608821887,35.88256326227922
1960-05-05,365.873041971689,31.86853110520083
1960-05-06,361.58705105590565,24.13374889522228
1960-05-07,366.6424689678355,36.0007210903309
1960-05-08,374.9658558918994,31.682725878317115
1960-05-09,361.7999065550623,29.270547865365437
1960-05-10,374.30674181651887,30.65803642693068
1960-05-11,378.25919363662575,25.771049175224345
1960-05-12,376.4212459253073,30.10252088294235
1960-05-13,361.31211380506494,29.458560252063496
1960-05-14,358.5580242114146,31.549554628116127
1960-05-15,367.42543813197864,28.146704975495478
1960-05-16,364.66285434292365,28.09358266661224
1960-05-17,366.53312771362175,25.682750561198606
1960-05-18,373.4746884827315,28.70697718153123
1960-05-19,363.99042340944067,28.199215645043587
1960-05-20,370.81883680950307,29.794094289807276
1960-05-21,367.865817392891,23.44960814139596
1960-05-22,367.9106040620876,26.43448147271888
1960-05-23,368.68124660963485,31.226177106943016
1960-05-24,362.58203193507364,30.608017239630087
1960-05-25,362.5798652080684,25.9360093475002
1960-05-26,358.71570223252684,20.729899544090085
1960-05-27,363.30568173861826,24.949661197472434
1960-05-28,366.0373253186307,26.60091450739392
1960-05-29,356.286772354568,19.88115409020481
1960-05-30,359.87697004919016,26.24900190367867
1960-05-31,371.59511617502915,23.434189330683232
1960-06-01,359.6926826369918,17.579836242250202
1960-06-02,354.87095018391506,26.90159520277486
1960-06-03,367.0913578272924,22.13687152286628
1960-06-04,351.6256369688091,25.276875152790346
1960-06-05,358.7809684881771,22.28898008876842
1960-06-06,351.4561375528521,22.584564901381867
1960-06-07,356.69546377639574,18.70851541837288
1960-06-08,357.77667411162474,26.965653208737564
1960-06-09,359.15666885989793,16.968553040527887
1960-06-10,359.0535560626913,17.98343273707269
1960-06-11,355.15333506799715,19.737917093798192
1960-06-12,354.4801292799191,22.782998011288335
1960-06-13,352.40400081629207,17.65949917225426
1960-06-14,356.8829581564713,22.20309367103861
1960-06-15,351.68543696801345,25.301371094224784
1960-06-16,352.7327793459335,23.736582226646405
1960-06-17,354.9337690627057,19.49448220813189
1960-06-18,348.43708922276727,17.61583143703935
1960-06-19,353.31382576642386,18.603346165642208
1960-06-20,351.27770557939033,19.18941519699448
1960-06-21,353.0108614163228,20.049964260090892
